speciesCode,cat,taxonOrder,aba
colinc4,issf,4519,
colinc2,issf,4520,
colinc5,issf,4525,
colinc3,issf,4526,
vitsta2,issf,4530,
vitsta3,issf,4531,
vitsta4,issf,4532,
vitsta5,issf,4533,
gobsta2,issf,4545,
gobsta6,issf,4546,
gobsta4,issf,4547,
boorat1,issf,4570,
boorat2,issf,4576,
boorat3,issf,4577,
boorat4,issf,4578,
bktbri1,issf,4589,
bktbri2,issf,4590,
amthum2,issf,4635,
amthum3,issf,4639,
whtmog1,issf,4649,
whtmog2,issf,4650,
volhum2,issf,4730,
volhum4,issf,4731,
volhum3,issf,4732,
braeme2,issf,4740,
braeme3,issf,4741,
brbhum1,issf,4746,
brbhum3,issf,4750,
caneme2,issf,4760,
caneme3,issf,4761,
wetsab2,issf,4800,
wetsab3,issf,4801,
anchum2,issf,4812,
anchum3,issf,4813,
anchum4,issf,4814,
anchum5,issf,4815,
gybsab2,issf,4821,
gybsab3,issf,4822,
whvplu2,issf,4841,
whvplu3,issf,4845,
whvplu4,issf,4846,
vicwoo3,issf,4851,
vicwoo4,issf,4854,
gncwoo1,issf,4858,
gncwoo2,issf,4862,
scbhum2,issf,4893,
scbhum3,issf,4894,
stream2,issf,4912,
stream3,issf,4913,
gnfhum1,issf,4920,
gnfhum2,issf,4921,
gnfhum3,issf,4922,
azchum2,issf,4924,
azchum3,issf,4925,
berhum1,issf,4928,
berhum2,issf,4931,
gnbhum1,issf,4953,
gnbhum2,issf,4956,
cinhum2,issf,4971,
cinhum3,issf,4972,
bubhum1,issf,4977,
bubhum2,issf,4978,
ruthum2,issf,4982,
ruthum3,issf,4987,
amahum2,issf,4994,
amahum4,issf,4999,
amahum5,issf,5000,
vereme2,issf,5006,
vereme3,issf,5012,
saseme2,issf,5048,
saseme3,issf,5051,
whbhum2,issf,5056,
whbhum3,issf,5057,
whsflu2,issf,5092,
whsflu3,issf,5096,
clarai3,issf,5116,
clarai4,issf,5117,
clarai6,issf,5118,
clarai5,issf,5119,
manrai2,issf,5122,
clarai10,issf,5123,
clarai8,issf,5124,
kinrai1,issf,5131,
kinrai3,issf,5132,
clarai1,issf,5135,
clarai2,issf,5138,
clarai7,issf,5141,
clarai9,issf,5146,
virrai2,issf,5156,
virrai1,issf,5159,
woorai2,issf,5253,
woorai3,issf,5254,
woorai4,issf,5255,
gycwor2,issf,5300,
gycwor3,issf,5301,
commoo2,issf,5328,
comgal2,issf,5334,
commoo1,issf,5335,
baicra2,issf,5457,
baicra3,issf,5458,
baicra4,issf,5459,
yelrai1,issf,5492,
yelrai2,issf,5493,
whtcra2,issf,5508,
whtcra3,issf,5511,
blkrai1,issf,5516,
blkrai2,issf,5519,
blkrai3,issf,5522,
limpki1,issf,5535,
limpki2,issf,5539,
gywtru2,issf,5541,
pawtru3,issf,5542,
gywtru3,issf,5543,
dawtru4,issf,5546,
dawtru2,issf,5547,
dawtru5,issf,5548,
dawtru3,issf,5549,
sancra1,issf,5562,
sancra2,issf,5563,
sancra4,issf,5566,
sancra5,issf,5567,
sancra6,issf,5568,
bknsti1,issf,5627,
hawsti1,issf,5628,
bknsti2,issf,5629,
euroys2,issf,5641,
euroys3,issf,5644,
maslap2,issf,5711,
maslap3,issf,5712,
soulap2,issf,5717,
soulap3,issf,5718,
soulap4,issf,5719,
rebdot2,issf,5725,
rebdot3,issf,5726,
lessap1,issf,5728,
lessap2,issf,5732,
snoplo1,issf,5751,
snoplo2,issf,5754,
snoplo3,issf,5758,
snoplo4,issf,5759,
lirplo1,issf,5776,
lirplo2,issf,5777,
thbplo2,issf,5782,
thbplo3,issf,5783,
watjac2,issf,5842,
watjac3,issf,5843,
whimbr1,issf,5856,
whimbr4,issf,5857,
whimbr2,issf,5858,
whimbr3,issf,5861,
batgod1,issf,5876,
batgod2,issf,5877,
bktgod1,issf,5881,
bktgod2,issf,5882,
bktgod3,issf,5883,
dunlin1,issf,5924,
dunlin2,issf,5927,
dunlin3,issf,5928,
dunlin4,issf,5929,
dunlin5,issf,5930,
dunlin6,issf,5931,
rocsan2,issf,5937,
rocsan4,issf,5939,
rocsan1,issf,5940,
rocsan3,issf,5941,
shbdow1,issf,5963,
shbdow2,issf,5964,
shbdow3,issf,5965,
solsan1,issf,6030,
solsan2,issf,6031,
willet2,issf,6041,
willet3,issf,6042,
paibut1,issf,6114,
paibut2,issf,6115,
rocpra2,issf,6162,
rocpra3,issf,6163,
brnsku1,issf,6172,
sousku1,issf,6173,
brnsku2,issf,6174,
blkgui2,issf,6207,
blkgui1,issf,6208,
piggui2,issf,6214,
piggui1,issf,6215,
bklkit1,issf,6255,
bklkit2,issf,6256,
silgul1,issf,6274,
rebgul1,issf,6277,
comgul1,issf,6319,
mewgul3,issf,6320,
kamgul1,issf,6321,
calgul1,issf,6337,
calgul2,issf,6338,
amhgul1,issf,6340,
veggul1,issf,6341,
casgul4,issf,6342,
euhgul1,issf,6343,
yelgul2,issf,6349,
yelgul3,issf,6350,
thagul,issf,6360,
kumgul1,issf,6361,
icegul1,issf,6363,
lbbgul1,issf,6369,
lbbgul2,issf,6370,
lbbgul3,issf,6371,
lbbgul4,issf,6372,
casgul3,issf,6373,
kelgul3,issf,6402,
kelgul2,issf,6403,
kelgul4,issf,6404,
kelgul1,issf,6405,
kelgul5,issf,6406,
blknod3,issf,6417,
blknod1,issf,6418,
blknod2,issf,6419,
whiter3,issf,6441,
whiter4,issf,6442,
whiter5,issf,6445,
gubter2,issf,6494,
gubter3,issf,6500,
blkter1,issf,6504,
blkter2,issf,6505,
comter1,issf,6527,
comter2,issf,6531,
antter2,issf,6538,
antter3,issf,6544,
santer4,issf,6562,
santer2,issf,6563,
santer3,issf,6564,
blkski1,issf,6581,
blkski2,issf,6582,
blkski3,issf,6583,
whttro7,issf,6593,
whttro4,issf,6594,
whttro6,issf,6595,
whttro2,issf,6596,
whttro3,issf,6597,
whttro5,issf,6598,
rocpen2,issf,6646,
rocpen3,issf,6647,
yenalb2,issf,6653,
yenalb3,issf,6654,
whcalb2,issf,6658,
whcalb3,issf,6659,
bkbalb1,issf,6664,
bkbalb2,issf,6665,
royalb2,issf,6670,
royalb3,issf,6671,
wanalb1,issf,6673,
wanalb3,issf,6674,
wanalb2,issf,6675,
wanalb4,issf,6676,
wanalb5,issf,6677,
wilstp2,issf,6686,
wilstp1,issf,6689,
whbstp1,issf,6704,
whbstp2,issf,6708,
eurstp1,issf,6717,
eurstp2,issf,6718,
leastp3,issf,6724,
leastp4,issf,6725,
norful4,issf,6759,
norful3,issf,6762,
cappet1,issf,6766,
cappet2,issf,6767,
feapet3,issf,6788,
feapet2,issf,6789,
bkcpet1,issf,6799,
bkcpet2,issf,6800,
goupet2,issf,6817,
goupet3,issf,6818,
goupet4,issf,6820,
goupet5,issf,6821,
salpri2,issf,6832,
salpri3,issf,6833,
scoshe1,issf,6864,
corshe1,issf,6865,
litshe3,issf,6897,
litshe6,issf,6898,
litshe5,issf,6899,
litshe7,issf,6900,
troshe2,issf,6910,
troshe3,issf,6911,
wonsto2,issf,6943,
wonsto3,issf,6944,
lesfri1,issf,6971,
lesfri2,issf,6974,
brnboo1,issf,6999,
brnboo2,issf,7000,
brnboo3,issf,7001,
brnboo4,issf,7002,
refboo1,issf,7006,
refboo2,issf,7007,
refboo3,issf,7008,
grecor1,issf,7044,
grecor2,issf,7045,
grecor3,issf,7046,
grecor5,issf,7049,
grecor4,issf,7050,
eursha2,issf,7066,
eursha3,issf,7067,
eursha4,issf,7068,
stisha1,issf,7087,
stisha2,issf,7088,
brnpel2,issf,7106,
brnpel3,issf,7107,
brnpel1,issf,7108,
brnpel4,issf,7111,
litbit2,issf,7135,
litbit3,issf,7136,
litbit4,issf,7137,
grbher,issf,7169,
grwher,issf,7174,
gryher1,issf,7177,
gryher3,issf,7180,
gryher2,issf,7181,
purher2,issf,7194,
purher3,issf,7195,
greegr1,issf,7201,
greegr4,issf,7202,
greegr2,issf,7203,
greegr3,issf,7204,
integr1,issf,7208,
integr2,issf,7209,
integr3,issf,7210,
litegr1,issf,7218,
litegr3,issf,7219,
litegr2,issf,7220,
wesreh1,issf,7222,
wesreh2,issf,7223,
categr1,issf,7248,
categr2,issf,7249,
grnher1,issf,7262,
grnher2,issf,7265,
grnher3,issf,7266,
strher2,issf,7268,
strher3,issf,7269,
strher1,issf,7270,
bkcnih1,issf,7306,
bkcnih2,issf,7307,
bkcnih4,issf,7308,
bkcnih3,issf,7309,
yecnih1,issf,7319,
yecnih2,issf,7325,
bobher3,issf,7335,
bobher4,issf,7339,
turvul2,issf,7417,
turvul1,issf,7420,
turvul3,issf,7421,
osprey3,issf,7430,
osprey1,issf,7431,
osprey2,issf,7432,
osprey4,issf,7433,
bkskit2,issf,7439,
bkskit3,issf,7440,
lammer2,issf,7457,
lammer3,issf,7458,
hobkit1,issf,7464,
hobkit2,issf,7465,
hobkit3,issf,7466,
orihob3,issf,7477,
orihob4,issf,7478,
cresee1,issf,7555,
cresee9,issf,7569,
cresee5,issf,7570,
cresee7,issf,7571,
cresee6,issf,7572,
cresee2,issf,7573,
cresee3,issf,7574,
cresee8,issf,7575,
cresee4,issf,7576,
crehae1,issf,7602,
chahae1,issf,7605,
recgos2,issf,7756,
recgos3,issf,7757,
recgos4,issf,7760,
afrgos2,issf,7762,
afrgos3,issf,7765,
afrgos4,issf,7766,
afrgos5,issf,7767,
shikra2,issf,7770,
shikra3,issf,7773,
vargos2,issf,7790,
vargos3,issf,7791,
rucspa3,issf,7894,
rucspa4,issf,7895,
shshaw1,issf,7897,
shshaw2,issf,7901,
shshaw6,issf,7905,
shshaw3,issf,7906,
shshaw4,issf,7907,
shshaw5,issf,7908,
bichaw2,issf,7915,
bichaw3,issf,7918,
bichaw4,issf,7921,
norgos1,issf,7927,
norgos2,issf,7934,
redkit2,issf,7946,
redkit3,issf,7947,
blkkit1,issf,7949,
blkkit2,issf,7953,
blkkit3,issf,7956,
crahaw1,issf,7985,
crahaw2,issf,7989,
crahaw3,issf,7990,
cobhaw,issf,7996,
mabhaw1,issf,7999,
grbhaw2,issf,8008,
grbhaw3,issf,8009,
roahaw2,issf,8018,
roahaw3,issf,8019,
roahaw4,issf,8027,
harhaw1,issf,8033,
harhaw2,issf,8034,
varhaw1,issf,8043,
varhaw2,issf,8044,
whihaw2,issf,8051,
whihaw3,issf,8052,
whihaw5,issf,8053,
whihaw4,issf,8054,
reshaw5,issf,8067,
reshaw2,issf,8071,
reshaw4,issf,8072,
brwhaw1,issf,8076,
brwhaw2,issf,8077,
wrthaw1,issf,8095,
erthaw1,issf,8098,
hrthaw1,issf,8101,
krthaw1,issf,8102,
frthaw1,issf,8103,
rethaw5,issf,8104,
rethaw1,issf,8107,
rethaw6,issf,8108,
rethaw7,issf,8109,
rethaw8,issf,8110,
rethaw2,issf,8111,
rethaw3,issf,8112,
combuz7,issf,8124,
combuz8,issf,8125,
combuz2,issf,8126,
combuz3,issf,8127,
combuz5,issf,8128,
lolbuz2,issf,8146,
lolbuz3,issf,8147,
grsowl1,issf,8163,
lesowl1,issf,8166,
lesmao1,issf,8177,
lesmao2,issf,8178,
barowl2,issf,8194,
barowl14,issf,8199,
barowl15,issf,8200,
barowl16,issf,8201,
barowl17,issf,8202,
barowl3,issf,8203,
barowl4,issf,8204,
barowl6,issf,8205,
barowl7,issf,8206,
barowl8,issf,8213,
barowl28,issf,8220,
barowl9,issf,8221,
barowl10,issf,8222,
barowl11,issf,8225,
sansco2,issf,8245,
sansco3,issf,8246,
rajsco2,issf,8259,
rajsco1,issf,8260,
molsco1,issf,8293,
molsco2,issf,8300,
sulsco6,issf,8313,
sulsco5,issf,8314,
sulsco4,issf,8315,
afrsco1,issf,8336,
afrsco3,issf,8337,
afrsco4,issf,8338,
orisco1,issf,8351,
orisco2,issf,8360,
koesco2,issf,8397,
apusco1,issf,8398,
colsco1,issf,8400,
rufsco2,issf,8401,
versco1,issf,8408,
versco5,issf,8415,
versco4,issf,8418,
versco3,issf,8419,
pacsco1,issf,8428,
pacsco2,issf,8429,
wessco1,issf,8431,
wessco3,issf,8438,
wessco2,issf,8439,
eassco1,issf,8441,
eassco2,issf,8447,
persco2,issf,8451,
persco3,issf,8452,
tabsco2,issf,8454,
tabsco3,issf,8455,
grhowl1,issf,8482,
grhowl2,issf,8495,
phaeao1,issf,8513,
phaeao2,issf,8514,
capeao1,issf,8516,
capeao2,issf,8519,
brnfio2,issf,8550,
brnfio1,issf,8551,
nohowl1,issf,8566,
nohowl2,issf,8567,
moupyo1,issf,8577,
norpyo1,issf,8578,
norpyo2,issf,8582,
norpyo4,issf,8583,
norpyo3,issf,8584,
ferpyo1,issf,8603,
ferpyo2,issf,8616,
recowl2,issf,8624,
recowl3,issf,8625,
recowl4,issf,8626,
afbowl2,issf,8644,
afrbao1,issf,8645,
cheowl2,issf,8649,
cheowl3,issf,8650,
litowl3,issf,8671,
litowl5,issf,8681,
litowl2,issf,8684,
litowl4,issf,8685,
burowl2,issf,8689,
burowl3,issf,8692,
burowl5,issf,8693,
burowl1,issf,8700,
burowl6,issf,8704,
burowl4,issf,8707,
burowl7,issf,8708,
motowl1,issf,8713,
motowl3,issf,8718,
motowl2,issf,8721,
brnwoo2,issf,8738,
brnwoo1,issf,8749,
spoowl2,issf,8770,
spoowl3,issf,8771,
spoowl4,issf,8772,
grgowl1,issf,8797,
grgowl2,issf,8798,
loeowl1,issf,8807,
loeowl2,issf,8810,
sheowl2,issf,8830,
sheowl7,issf,8831,
sheowl4,issf,8832,
sheowl3,issf,8833,
sheowl5,issf,8836,
sheowl6,issf,8837,
borowl1,issf,8850,
borowl2,issf,8856,
nswowl1,issf,8858,
nswowl2,issf,8859,
souboo1,issf,8884,
souboo7,issf,8891,
souboo3,issf,8896,
morepo1,issf,8897,
solboo1,issf,8952,
solboo2,issf,8957,
solboo3,issf,8958,
solboo4,issf,8959,
resque2,issf,9011,
resque3,issf,9012,
slttro2,issf,9024,
slttro3,issf,9027,
bkttro3,issf,9031,
bkttro1,issf,9032,
surtro2,issf,9061,
surtro3,issf,9062,
bkttro7,issf,9064,
bkttro5,issf,9065,
bkttro6,issf,9066,
bkttro4,issf,9070,
eletro1,issf,9072,
eletro2,issf,9076,
coltro2,issf,9084,
orbtro1,issf,9085,
coltro3,issf,9088,
orbtro5,issf,9153,
orbtro4,issf,9158,
eurhoo1,issf,9162,
eurhoo3,issf,9169,
eurhoo2,issf,9172,
viowoo2,issf,9183,
viowoo3,issf,9184,
whhwoo2,issf,9191,
whhwoo3,issf,9194,
forwoo2,issf,9196,
forwoo3,issf,9197,
afphor2,issf,9217,
afphor3,issf,9218,
whchor1,issf,9241,
whchor4,issf,9244,
bkdhor1,issf,9246,
bkdhor2,issf,9247,
piphor2,issf,9259,
piphor3,issf,9260,
rufhor3,issf,9265,
rufhor4,issf,9266,
sulhor3,issf,9305,
sulhor4,issf,9306,
whomot1,issf,9344,
whomot2,issf,9348,
brbmot2,issf,9370,
brbmot3,issf,9374,
comkin2,issf,9390,
comkin3,issf,9396,
bubkin1,issf,9420,
bubkin2,issf,9421,
inbkin1,issf,9434,
inbkin3,issf,9435,
phidwk1,issf,9458,
phidwk2,issf,9459,
phidwk3,issf,9460,
suldwk1,issf,9462,
suldwk2,issf,9463,
malkin3,issf,9480,
malkin5,issf,9484,
malkin4,issf,9485,
bankin2,issf,9502,
bankin3,issf,9506,
lickin1,issf,9521,
lickin2,issf,9522,
sockin1,issf,9616,
sockin2,issf,9617,
colkin5,issf,9625,
colkin7,issf,9631,
colkin8,issf,9635,
sackin6,issf,9646,
packin2,issf,9650,
mickin3,issf,9653,
mickin2,issf,9654,
sackin2,issf,9663,
sackin4,issf,9664,
sackin5,issf,9665,
sackin3,issf,9666,
colkin10,issf,9668,
colkin12,issf,9669,
colkin4,issf,9670,
colkin14,issf,9675,
colkin3,issf,9676,
beakin3,issf,9685,
beakin1,issf,9686,
colkin13,issf,9692,
colkin15,issf,9693,
colkin6,issf,9694,
colkin16,issf,9698,
colkin11,issf,9699,
moukin3,issf,9713,
moukin4,issf,9714,
gnbkin1,issf,9724,
gnbkin2,issf,9725,
scbkin1,issf,9727,
scbkin2,issf,9730,
compak16,issf,9742,
compak15,issf,9757,
rinkin3,issf,9778,
rinkin4,issf,9781,
bubbee1,issf,9824,
bubbee2,issf,9828,
grnbee1,issf,9839,
grnbee2,issf,9843,
grnbee3,issf,9846,
librol1,issf,9876,
librol3,issf,9877,
brbrol2,issf,9893,
brbrol3,issf,9897,
piepuf2,issf,9928,
piepuf3,issf,9929,
strpuf2,issf,9942,
strpuf3,issf,9943,
spbpuf2,issf,9948,
spbpuf3,issf,9949,
rutpuf2,issf,9951,
rutpuf3,issf,9955,
crcpuf2,issf,9961,
crcpuf3,issf,9962,
whfnun3,issf,10001,
whfnun4,issf,10004,
whfnun5,issf,10007,
yebjac2,issf,10033,
yebjac3,issf,10034,
rutjac2,issf,10037,
rutjac3,issf,10038,
rutjac4,issf,10042,
yebbar3,issf,10066,
yebbar4,issf,10067,
yebbar5,issf,10068,
darbar2,issf,10082,
darbar3,issf,10085,
darbar4,issf,10086,
gytbar2,issf,10088,
gytbar3,issf,10089,
nafbar2,issf,10093,
nafbar3,issf,10096,
whebar2,issf,10098,
whebar3,issf,10099,
grnbar2,issf,10114,
grnbar1,issf,10115,
grnbar4,issf,10116,
grnbar3,issf,10117,
westin2,issf,10127,
westin3,issf,10128,
westin4,issf,10129,
yertin2,issf,10136,
whctin1,issf,10143,
habbar2,issf,10155,
habbar3,issf,10156,
whhbar2,issf,10186,
whhbar3,issf,10191,
whhbar4,issf,10192,
bkbbar1,issf,10206,
bkbbar2,issf,10207,
buebar1,issf,10234,
buebar2,issf,10237,
gotbar4,issf,10282,
gotbar5,issf,10283,
gowbar1,issf,10288,
gofbar1,issf,10291,
butbar1,issf,10301,
butbar2,issf,10302,
scbbar1,issf,10319,
sirbar1,issf,10320,
letbar2,issf,10335,
letbar3,issf,10338,
verbar2,issf,10350,
verbar3,issf,10351,
verbar4,issf,10352,
emetou3,issf,10359,
emetou2,issf,10360,
emetou4,issf,10365,
emetou5,issf,10366,
emetou6,issf,10368,
emetou9,issf,10369,
emetou7,issf,10370,
souemt2,issf,10373,
emetou8,issf,10374,
grbtou2,issf,10378,
grbtou3,issf,10379,
letara2,issf,10405,
letara3,issf,10406,
colara2,issf,10408,
colara4,issf,10412,
colara5,issf,10413,
ivbara4,issf,10424,
ivbara5,issf,10425,
ivbara3,issf,10426,
renara2,issf,10429,
renara3,issf,10430,
goctou2,issf,10437,
goctou3,issf,10438,
chmtou1,issf,10447,
blmtou1,issf,10448,
whttou2,issf,10452,
whttou3,issf,10453,
chbtou3,issf,10461,
chbtou7,issf,10462,
chbtou8,issf,10466,
chbtou2,issf,10468,
runwry2,issf,10525,
runwry3,issf,10526,
runwry4,issf,10527,
gospic4,issf,10547,
gospic5,issf,10548,
gospic6,issf,10549,
gospic7,issf,10550,
scapic2,issf,10556,
gospic3,issf,10561,
whbpic4,issf,10563,
whbpic5,issf,10566,
whbpic6,issf,10572,
whbpic7,issf,10575,
gabwoo2,issf,10630,
gabwoo4,issf,10631,
rebsap1,issf,10641,
rebsap2,issf,10642,
acowoo1,issf,10656,
acowoo2,issf,10663,
gofwoo1,issf,10692,
gofwoo2,issf,10693,
gofwoo3,issf,10704,
ettwoo2,issf,10718,
ettwoo3,issf,10723,
attwoo2,issf,10725,
attwoo3,issf,10726,
attwoo4,issf,10727,
ellwoo2,issf,10777,
ellwoo3,issf,10778,
afgwoo1,issf,10804,
afgwoo2,issf,10808,
oliwoo8,issf,10813,
oliwoo9,issf,10814,
oliwoo10,issf,10815,
whbwoo3,issf,10831,
whbwoo9,issf,10832,
whbwoo10,issf,10841,
grswoo2,issf,10844,
grswoo3,issf,10855,
grswoo4,issf,10858,
crbwoo6,issf,10883,
crbwoo7,issf,10887,
dowwoo1,issf,10893,
dowwoo2,issf,10896,
dowwoo3,issf,10899,
haiwoo2,issf,10919,
haiwoo1,issf,10926,
haiwoo5,issf,10931,
haiwoo4,issf,10934,
haiwoo3,issf,10937,
grefla4,issf,11012,
grefla5,issf,11013,
crbwoo4,issf,11035,
crbwoo5,issf,11036,
ivbwoo3,issf,11054,
ivbwoo4,issf,11055,
burwoo2,issf,11075,
burwoo3,issf,11076,
gyhwoo2,issf,11133,
gyhwoo3,issf,11136,
gyhwoo4,issf,11145,
grnwoo2,issf,11151,
grnwoo4,issf,11154,
chtwoo2,issf,11175,
chtwoo3,issf,11176,
bnewoo1,issf,11179,
bnewoo2,issf,11180,
tulwoo2,issf,11187,
tulwoo3,issf,11188,
gnbwoo1,issf,11193,
gnbwoo2,issf,11194,
benwoo2,issf,11205,
benwoo3,issf,11206,
gotwoo2,issf,11210,
gotwoo3,issf,11211,
linwoo7,issf,11230,
linwoo8,issf,11235,
rinwoo2,issf,11268,
rinwoo3,issf,11269,
rinwoo4,issf,11270,
gogwoo2,issf,11316,
gogwoo3,issf,11317,
gogwoo4,issf,11318,
gogwoo5,issf,11319,
gogwoo6,issf,11320,
gogwoo7,issf,11321,
goowoo3,issf,11325,
goowoo2,issf,11326,
goowoo4,issf,11344,
crmwoo1,issf,11347,
crmwoo3,issf,11352,
gnbwoo3,issf,11364,
gnbwoo4,issf,11367,
norfli2,issf,11372,
norfli3,issf,11373,
yesfli,issf,11374,
resfli,issf,11377,
norfli1,issf,11383,
andfli2,issf,11395,
andfli3,issf,11396,
camfli2,issf,11400,
camfli3,issf,11401,
crecar1,issf,11431,
soucar1,issf,11435,
eurkes2,issf,11464,
eurkes3,issf,11470,
eurkes4,issf,11473,
eurkes5,issf,11476,
amekes1,issf,11495,
amekes7,issf,11500,
amekes3,issf,11501,
amekes4,issf,11502,
amekes5,issf,11503,
amekes2,issf,11504,
amekes6,issf,11513,
renfal2,issf,11519,
renfal3,issf,11520,
merlin1,issf,11529,
merlin2,issf,11535,
taimer1,issf,11536,
pramer1,issf,11537,
blkmer1,issf,11538,
perfal1,issf,11576,
tupfal1,issf,11577,
pepfal1,issf,11580,
perfal2,issf,11581,
perfal4,issf,11582,
perfal3,issf,11586,
barfal1,issf,11587,
perfal5,issf,11588,
perfal8,issf,11589,
perfal6,issf,11590,
perfal7,issf,11591,
perfal9,issf,11592,
perfal10,issf,11593,
perfal20,issf,11596,
yeccoc6,issf,11657,
yeccoc5,issf,11661,
levpar1,issf,11683,
levpar2,issf,11684,
bucrat1,issf,11755,
bucrat2,issf,11756,
eclpar1,issf,11759,
eclpar2,issf,11762,
eclpar3,issf,11763,
eclpar4,issf,11764,
sinpar2,issf,11792,
sinpar3,issf,11793,
burpar4,issf,11795,
burpar5,issf,11798,
lotpar3,issf,11837,
lotpar6,issf,11838,
lotpar5,issf,11839,
lotpar4,issf,11842,
paitip1,issf,11848,
paitip2,issf,11849,
azrpar8,issf,11880,
azrpar9,issf,11885,
gropar2,issf,11889,
gropar3,issf,11890,
polpar3,issf,11924,
polpar2,issf,11925,
malrin2,issf,11926,
malrin3,issf,11927,
criros1,issf,11930,
yelros1,issf,11934,
aderos1,issf,11936,
bluebo2,issf,11955,
bluebo3,issf,11958,
orbfip1,issf,11969,
orbfip2,issf,11973,
orbfip3,issf,11974,
orbfip4,issf,11975,
doefip1,issf,11979,
doefip2,issf,11987,
larfip1,issf,11989,
larfip2,issf,11994,
larfip3,issf,11995,
paplor2,issf,12029,
paplor3,issf,12030,
railor6,issf,12116,
coclor1,issf,12117,
grypar1,issf,12200,
grypar2,issf,12203,
bnnpar3,issf,12205,
bnnpar4,issf,12206,
refpar6,issf,12209,
refpar7,issf,12210,
monpar1,issf,12259,
monpar2,issf,12263,
spfpar2,issf,12326,
spfpar3,issf,12327,
buhpar1,issf,12329,
buhpar2,issf,12332,
fespar2,issf,12339,
fespar3,issf,12340,
relpar10,issf,12348,
relpar9,issf,12351,
relpar4,issf,12352,
yehpar2,issf,12364,
yehpar1,issf,12365,
cubpar3,issf,12387,
cubpar4,issf,12388,
cubpar5,issf,12389,
meapar1,issf,12397,
meapar2,issf,12400,
dubpar2,issf,12414,
dubpar3,issf,12415,
mexpar2,issf,12417,
mexpar3,issf,12418,
whbpar2,issf,12439,
whbpar3,issf,12440,
whbpar4,issf,12441,
mabpar2,issf,12448,
mabpar1,issf,12449,
peapar2,issf,12451,
peapar3,issf,12452,
peapar4,issf,12453,
paipar3,issf,12467,
paipar4,issf,12468,
paipar5,issf,12469,
paipar6,issf,12470,
paipar2,issf,12471,
sanpar3,issf,12473,
sanpar4,issf,12474,
sanpar5,issf,12475,
rofpar5,issf,12478,
rofpar1,issf,12481,
rofpar4,issf,12482,
matpar4,issf,12488,
matpar5,issf,12489,
matpar3,issf,12490,
burpar1,issf,12514,
burpar3,issf,12515,
burpar2,issf,12518,
oltpar2,issf,12525,
oltpar3,issf,12528,
bntpar1,issf,12535,
bntpar2,issf,12536,
bucpar1,issf,12592,
bucpar9,issf,12596,
resmac1,issf,12600,
resmac3,issf,12601,
grnpar1,issf,12606,
grnpar3,issf,12609,
scfpar2,issf,12616,
scfpar3,issf,12619,
mitpar1,issf,12623,
mitpar2,issf,12627,
gyhbro2,issf,12663,
gyhbro3,issf,12664,
gyhbro4,issf,12665,
sibbro2,issf,12693,
sibbro3,issf,12694,
barbro2,issf,12705,
barbro3,issf,12706,
banbro2,issf,12711,
banbro3,issf,12716,
bubpit1,issf,12728,
talpit1,issf,12732,
hoopit3,issf,12802,
hoopit4,issf,12803,
hoopit5,issf,12804,
hoopit6,issf,12807,
hoopit7,issf,12810,
hoopit8,issf,12811,
hoopit9,issf,12812,
hoopit10,issf,12815,
hoopit11,issf,12816,
ivbpit2,issf,12825,
ivbpit3,issf,12826,
bkcant1,issf,12888,
bkcant2,issf,12889,
barant4,issf,12901,
barant3,issf,12913,
rucant4,issf,12915,
rucant5,issf,12919,
colant2,issf,12942,
colant3,issf,12943,
norsla2,issf,12967,
norsla3,issf,12970,
rusant2,issf,13023,
rusant3,issf,13028,
whsant3,issf,13062,
pluant4,issf,13063,
sttant4,issf,13101,
bnbant1,issf,13102,
sttant5,issf,13103,
sttant6,issf,13106,
rooant1,issf,13107,
ornant2,issf,13113,
ornant3,issf,13118,
mouant3,issf,13125,
mouant2,issf,13126,
whfant5,issf,13140,
whfant6,issf,13146,
iheant2,issf,13164,
iheant3,issf,13165,
bamant2,issf,13166,
dowant3,issf,13218,
dowant5,issf,13222,
dowant7,issf,13223,
dowant6,issf,13224,
dowant8,issf,13225,
dowant2,issf,13228,
dowant4,issf,13229,
whfant4,issf,13233,
whfant3,issf,13240,
parant3,issf,13256,
parant4,issf,13257,
dusant2,issf,13306,
dusant3,issf,13309,
whbfie1,issf,13334,
whbfie2,issf,13335,
whbfie3,issf,13336,
wesfie2,issf,13337,
bkhant1,issf,13385,
bkhant2,issf,13388,
chbant3,issf,13415,
chbant4,issf,13419,
chtant3,issf,13428,
chtant4,issf,13429,
